unitid,line,"lstudy","section",efrace15,efrace16,"xefrac15","xefrac16"
"141990","3","A","01","61","89",10,10
"141990","7","A","01","18","25",10,10
"141990","8","A","01","269","330",10,10
"141990","15","A","02","62","137",10,10
"141990","16","A","02","124","251",10,10
"141990","17","A","02","65","134",10,10
"141990","21","A","02","92","181",10,10
"141990","22","A","02","343","703",10,10
"141990","29","","","612","1033",10,10
"142090","1","A","01","5","5",10,10
"142090","2","A","01","5","2",10,10
"142090","3","A","01","10","6",10,10
"142090","4","A","01","6","1",10,10
"142090","5","A","01","2","1",10,10
"142090","7","A","01","1","1",10,10
"142090","8","A","01","29","16",10,10
"142090","16","A","02","1","0",10,10
"142090","17","A","02","1","1",10,10
"142090","18","A","02","1","2",10,10
"142090","19","A","02","1","0",10,10
"142090","21","A","02","4","3",10,10
"142090","22","A","02","8","6",10,10
"142090","29","","","37","22",10,10
"142115","1","A","01","681","703",10,10
"142115","2","A","01","740","676",10,10
"142115","3","A","01","711","769",10,10
"142115","4","A","01","414","467",10,10
"142115","5","A","01","573","574",10,10
"142115","7","A","01","12","12",10,10
"142115","8","A","01","3131","3201",10,10
"142115","11","C","01","26","17",10,10
"142115","12","C","01","48","48",10,10
"142115","13","C","01","8","5",10,10
"142115","14","D","01","82","70",10,10
"142115","15","A","02","176","206",10,10
"142115","16","A","02","527","682",10,10
"142115","17","A","02","223","335",10,10
"142115","18","A","02","122","201",10,10
"142115","19","A","02","244","402",10,10
"142115","21","A","02","118","252",10,10
"142115","22","A","02","1410","2078",10,10
"142115","25","C","02","60","121",10,10
"142115","26","C","02","242","620",10,10
"142115","27","C","02","129","175",10,10
"142115","28","D","02","431","916",10,10
"142115","29","","","5054","6265",10,10
"142179","1","A","01","81","77",10,10
"142179","2","A","01","22","16",10,10
"142179","3","A","01","65","33",10,10
"142179","8","A","01","168","126",10,10
"142179","15","A","02","7","3",10,10
"142179","17","A","02","","3",10,10
"142179","22","A","02","7","6",10,10
"142179","29","","","175","132",10,10
"142276","1","A","01","445","469",10,10
"142276","2","A","01","593","399",10,10
"142276","3","A","01","339","353",10,10
"142276","4","A","01","383","380",10,10
"142276","5","A","01","455","446",10,10
"142276","6","A","01","54","57",10,10
"142276","8","A","01","2269","2104",10,10
"142276","10","B","01","5","1",10,10
"142276","12","C","01","159","155",10,10
"142276","14","D","01","164","156",10,10
"142276","15","A","02","112","161",10,10
"142276","17","A","02","567","778",10,10
"142276","20","A","02","107","141",10,10
"142276","22","A","02","786","1080",10,10
"142276","26","C","02","324","383",10,10
"142276","28","D","02","324","383",10,10
"142276","29","","","3543","3723",10,10
"142285","1","A","01","643","540",10,10
"142285","2","A","01","309","209",10,10
"142285","3","A","01","750","548",10,10
"142285","4","A","01","694","451",10,10
"142285","5","A","01","954","526",10,10
"142285","8","A","01","3350","2274",10,10
"142285","9","B","01","92","32",10,10
"142285","10","B","01","90","39",10,10
"142285","11","C","01","142","58",10,10
"142285","12","C","01","309","111",10,10
"142285","13","C","01","23","19",10,10
"142285","14","D","01","656","259",10,10
"142285","15","A","02","18","24",10,10
"142285","16","A","02","103","109",10,10
"142285","17","A","02","48","42",10,10
"142285","18","A","02","78","38",10,10
"142285","19","A","02","120","99",10,10
"142285","22","A","02","367","312",10,10
"142285","24","B","02","5","3",10,10
"142285","25","C","02","84","69",10,10
"142285","26","C","02","527","283",10,10
"142285","27","C","02","413","430",10,10
"142285","28","D","02","1029","785",10,10
"142285","29","","","5402","3630",10,10
"142294","1","A","01","59","114",20,20
"142294","2","A","01","31","38",20,20
"142294","3","A","01","64","114",20,20
"142294","4","A","01","70","93",20,20
"142294","5","A","01","95","126",20,20
"142294","8","A","01","319","485",20,20
"142294","9","B","01","6","7",20,20
"142294","10","B","01","9","7",20,20
"142294","11","C","01","13","11",20,20
"142294","12","C","01","23","26",20,20
"142294","13","C","01","2","7",20,20
"142294","14","D","01","53","58",20,20
"142294","15","A","02","2","3",20,20
"142294","16","A","02","7","19",20,20
"142294","17","A","02","6","11",20,20
"142294","18","A","02","5","7",20,20
"142294","19","A","02","13","18",20,20
"142294","22","A","02","33","58",20,20
"142294","25","C","02","6","9",20,20
"142294","26","C","02","47","65",20,20
"142294","27","C","02","34","88",20,20
"142294","28","D","02","87","162",20,20
"142294","29","","","492","763",20,20
"142328","1","A","01","139","147",10,10
"142328","2","A","01","135","156",10,10
"142328","3","A","01","217","185",10,10
"142328","4","A","01","55","103",10,10
"142328","5","A","01","85","104",10,10
"142328","8","A","01","631","695",10,10
"142328","15","A","02","46","82",10,10
"142328","16","A","02","56","125",10,10
"142328","17","A","02","31","49",10,10
"142328","18","A","02","27","63",10,10
"142328","19","A","02","49","75",10,10
"142328","21","A","02","97","138",10,10
"142328","22","A","02","306","532",10,10
"142328","29","","","937","1227",10,10
"142337","1","A","01","89","110",23,23
"142337","2","A","01","37","55",23,23
"142337","3","A","01","56","82",23,23
"142337","7","A","01","22","21",23,23
"142337","8","A","01","204","268",23,23
"142337","21","A","02","227","306",20,20
"142337","22","A","02","227","306",20,20
"142337","29","","","431","574",23,23
"142443","1","A","01","322","316",10,10
"142443","2","A","01","198","174",10,10
"142443","3","A","01","283","298",10,10
"142443","7","A","01","13","23",10,10
"142443","8","A","01","816","811",10,10
"142443","15","A","02","24","71",10,10
"142443","16","A","02","36","124",10,10
"142443","17","A","02","66","159",10,10
"142443","21","A","02","145","304",10,10
"142443","22","A","02","271","658",10,10
"142443","29","","","1087","1469",10,10
"142461","1","A","01","98","161",10,10
"142461","2","A","01","62","52",10,10
"142461","3","A","01","123","132",10,10
"142461","4","A","01","97","93",10,10
"142461","5","A","01","92","90",10,10
"142461","8","A","01","472","528",10,10
"142461","13","C","01","9","4",10,10
"142461","14","D","01","9","4",10,10
"142461","15","A","02","2","2",10,10
"142461","16","A","02","1","3",10,10
"142461","17","A","02","1","5",10,10
"142461","18","A","02","3","2",10,10
"142461","19","A","02","6","7",10,10
"142461","21","A","02","3","2",10,10
"142461","22","A","02","16","21",10,10
"142461","26","C","02","4","9",10,10
"142461","27","C","02","13","7",10,10
"142461","28","D","02","17","16",10,10
"142461","29","","","514","569",10,10
"142522","1","A","01","1386","2020",10,10
"142522","2","A","01","528","788",10,10
"142522","3","A","01","758","965",10,10
"142522","8","A","01","2672","3773",10,10
"142522","15","A","02","181","173",10,10
"142522","16","A","02","122","147",10,10
"142522","17","A","02","135","171",10,10
"142522","22","A","02","438","491",10,10
"142522","29","","","3110","4264",10,10
"142559","1","A","01","12","15",10,10
"142559","2","A","01","476","536",10,10
"142559","3","A","01","50","67",10,10
"142559","7","A","01","12","15",10,10
"142559","8","A","01","550","633",10,10
"142559","15","A","02","50","51",10,10
"142559","16","A","02","117","360",10,10
"142559","17","A","02","77","194",10,10
"142559","21","A","02","121","301",10,10
"142559","22","A","02","365","906",10,10
"142559","29","","","915","1539",10,10
"142683","7","A","01","3","53",10,10
"142683","8","A","01","3","53",10,10
"142683","29","","","3","53",10,10
"142753","1","A","01","8","2",10,10
"142753","2","A","01","1","0",10,10
"142753","3","A","01","3","2",10,10
"142753","4","A","01","4","0",10,10
"142753","5","A","01","14","0",10,10
"142753","8","A","01","30","4",10,10
"142753","29","","","30","4",10,10
"142832","11","C","01","3","13",10,10
"142832","12","C","01","0","2",10,10
"142832","14","D","01","3","15",10,10
"142832","15","A","02","1","6",10,10
"142832","16","A","02","1","5",10,10
"142832","21","A","02","0","13",10,10
"142832","22","A","02","2","24",10,10
"142832","25","C","02","11","13",10,10
"142832","26","C","02","22","30",10,10
"142832","27","C","02","3","11",10,10
"142832","28","D","02","36","54",10,10
"142832","29","","","41","93",10,10
"142887","1","A","01","93","72",10,10
"142887","2","A","01","20","15",10,10
"142887","3","A","01","90","103",10,10
"142887","7","A","01","2","4",10,10
"142887","8","A","01","205","194",10,10
"142887","16","A","02","68","82",10,10
"142887","17","A","02","3","5",10,10
"142887","21","A","02","78","117",10,10
"142887","22","A","02","149","204",10,10
"142887","29","","","354","398",10,10
"142902","1","A","01","17","5",10,10
"142902","2","A","01","13","5",10,10
"142902","3","A","01","10","8",10,10
"142902","4","A","01","11","6",10,10
"142902","5","A","01","2","3",10,10
"142902","8","A","01","53","27",10,10
"142902","11","C","01","2","2",10,10
"142902","12","C","01","3","1",10,10
"142902","14","D","01","5","3",10,10
"142902","15","A","02","1","2",10,10
"142902","16","A","02","2","1",10,10
"142902","17","A","02","2","1",10,10
"142902","18","A","02","2","2",10,10
"142902","19","A","02","3","7",10,10
"142902","22","A","02","10","13",10,10
"142902","25","C","02","0","1",10,10
"142902","26","C","02","3","10",10,10
"142902","28","D","02","3","11",10,10
"142902","29","","","71","54",10,10
"142911","1","A","01","1","24",21,21
"142911","8","A","01","1","24",21,21
"142911","29","","","1","24",21,21
"142957","1","A","01","7","2",10,10
"142957","3","A","01","3","0",10,10
"142957","4","A","01","2","0",10,10
"142957","5","A","01","1","0",10,10
"142957","7","A","01","4","1",10,10
"142957","8","A","01","17","3",10,10
"142957","15","A","02","1","0",10,10
"142957","16","A","02","4","1",10,10
"142957","21","A","02","2","3",10,10
"142957","22","A","02","7","4",10,10
"142957","29","","","24","7",10,10
"142966","1","A","01","13","5",21,21
"142966","3","A","01","9","5",21,21
"142966","8","A","01","22","10",21,21
"142966","29","","","22","10",21,21
"143048","1","A","01","85","103",10,10
"143048","2","A","01","89","82",10,10
"143048","3","A","01","100","168",10,10
"143048","4","A","01","127","188",10,10
"143048","5","A","01","71","93",10,10
"143048","7","A","01","22","22",10,10
"143048","8","A","01","494","656",10,10
"143048","11","C","01","53","55",10,10
"143048","12","C","01","47","59",10,10
"143048","13","C","01","3","13",10,10
"143048","14","D","01","103","127",10,10
"143048","15","A","02","4","11",10,10
"143048","16","A","02","11","20",10,10
"143048","17","A","02","13","33",10,10
"143048","18","A","02","16","32",10,10
"143048","19","A","02","12","54",10,10
"143048","21","A","02","237","514",10,10
"143048","22","A","02","293","664",10,10
"143048","25","C","02","8","15",10,10
"143048","26","C","02","12","45",10,10
"143048","27","C","02","2","0",10,10
"143048","28","D","02","22","60",10,10
"143048","29","","","912","1507",10,10
"143084","1","A","01","241","317",10,10
"143084","2","A","01","50","28",10,10
"143084","3","A","01","250","293",10,10
"143084","4","A","01","202","227",10,10
"143084","5","A","01","192","240",10,10
"143084","7","A","01","7","1",10,10
"143084","8","A","01","942","1106",10,10
"143084","15","A","02","0","1",10,10
"143084","16","A","02","0","1",10,10
"143084","17","A","02","1","2",10,10
"143084","18","A","02","1","3",10,10
"143084","19","A","02","10","3",10,10
"143084","21","A","02","8","28",10,10
"143084","22","A","02","20","38",10,10
"143084","29","","","962","1144",10,10
"143118","1","A","01","92","85",10,10
"143118","2","A","01","48","42",10,10
"143118","3","A","01","78","93",10,10
"143118","4","A","01","76","126",10,10
"143118","5","A","01","61","78",10,10
"143118","7","A","01","7","4",10,10
"143118","8","A","01","362","428",10,10
"143118","11","C","01","18","34",10,10
"143118","12","C","01","59","74",10,10
"143118","13","C","01","3","14",10,10
"143118","14","D","01","80","122",10,10
"143118","15","A","02","7","7",10,10
"143118","16","A","02","8","24",10,10
"143118","17","A","02","41","48",10,10
"143118","18","A","02","108","81",10,10
"143118","19","A","02","74","41",10,10
"143118","21","A","02","190","108",10,10
"143118","22","A","02","428","309",10,10
"143118","25","C","02","31","55",10,10
"143118","26","C","02","85","82",10,10
"143118","27","C","02","11","40",10,10
"143118","28","D","02","127","177",10,10
"143118","29","","","997","1036",10,10
"143163","1","A","01","20","54",10,10
"143163","2","A","01","6","33",10,10
"143163","3","A","01","10","44",10,10
"143163","4","A","01","14","78",10,10
"143163","5","A","01","9","60",10,10
"143163","7","A","01","1","2",10,10
"143163","8","A","01","60","271",10,10
"143163","15","A","02","0","5",10,10
"143163","16","A","02","3","22",10,10
"143163","17","A","02","6","35",10,10
"143163","18","A","02","7","53",10,10
"143163","19","A","02","14","97",10,10
"143163","21","A","02","20","70",10,10
"143163","22","A","02","50","282",10,10
"143163","29","","","110","553",10,10
"143215","1","A","01","509","458",10,10
"143215","2","A","01","498","550",10,10
"143215","3","A","01","325","428",10,10
"143215","7","A","01","3","8",10,10
"143215","8","A","01","1335","1444",10,10
"143215","15","A","02","726","1100",10,10
"143215","16","A","02","1682","2707",10,10
"143215","17","A","02","809","1019",10,10
"143215","21","A","02","237","483",10,10
"143215","22","A","02","3454","5309",10,10
"143215","29","","","4789","6753",10,10
"143224","29","","","6","6",10,10
"143233","9","B","01","6","8",10,10
"143233","10","B","01","20","17",10,10
"143233","11","C","01","3","3",10,10
"143233","12","C","01","26","8",10,10
"143233","13","C","01","1","0",10,10
"143233","14","D","01","56","36",10,10
"143233","24","B","02","1","1",10,10
"143233","26","C","02","1","6",10,10
"143233","27","C","02","4","3",10,10
"143233","28","D","02","6","10",10,10
"143233","29","","","62","46",10,10
"143242","13","C","01","1","11",21,21
"143242","14","D","01","1","11",21,21
"143242","29","","","1","11",21,21
"143260","1","A","01","0","5",10,10
"143260","2","A","01","58","78",10,10
"143260","3","A","01","153","157",10,10
"143260","8","A","01","211","240",10,10
"143260","15","A","02","4","17",10,10
"143260","16","A","02","30","100",10,10
"143260","17","A","02","65","112",10,10
"143260","22","A","02","99","229",10,10
"143260","29","","","310","469",10,10
"143279","1","A","01","6","12",10,10
"143279","2","A","01","313","383",10,10
"143279","3","A","01","534","622",10,10
"143279","8","A","01","853","1017",10,10
"143279","15","A","02","40","115",10,10
"143279","16","A","02","436","810",10,10
"143279","17","A","02","767","1216",10,10
"143279","22","A","02","1243","2141",10,10
"143279","29","","","2096","3158",10,10
"143288","1","A","01","57","66",10,10
"143288","2","A","01","24","21",10,10
"143288","3","A","01","37","53",10,10
"143288","4","A","01","27","44",10,10
"143288","5","A","01","32","44",10,10
