unitid,line,efrace15,efrace16,fteptr,fteptc
"104708","7","31","28","0","0"
"104708","14","1786","1606","0","0"
"104708","15","3477","4985","2792","2792"
"104708","16","1310","1936","1071","1071"
"104708","17","2167","3049","1721","1721"
"104708","21","674","849","503","503"
"104708","28","4151","5834","3295","3295"
"104708","29","5937","7440","0","0"
"105154","1","2172","1883","0","0"
"105154","2","1158","1069","0","0"
"105154","3","1014","814","0","0"
"105154","7","38","39","0","0"
"105154","14","2210","1922","0","0"
"105154","15","4657","6217","3588","3588"
"105154","16","1465","2012","1147","1147"
"105154","17","3192","4205","2441","2441"
"105154","21","713","1070","588","588"
"105154","28","5370","7287","4176","4176"
"105154","29","7580","9209","0","0"
"105428","1","1334","1423","0","0"
"105428","2","646","651","0","0"
"105428","3","688","772","0","0"
"105428","7","39","39","0","0"
"105428","14","1373","1462","0","0"
"105428","15","2919","4392","2413","2413"
"105428","16","699","1019","567","567"
"105428","17","2220","3373","1846","1846"
"105428","21","588","858","477","477"
"105428","28","3507","5250","2890","2890"
"105428","29","4880","6712","0","0"
"106148","1","318","364","0","0"
"106148","2","166","147","0","0"
"106148","3","152","217","0","0"
"106148","14","318","364","0","0"
"106148","15","1595","2875","970","1475"
"106148","16","646","993","350","541"
"106148","17","949","1882","620","934"
"106148","28","1595","2875","970","1475"
"106148","29","1913","3239","0","0"
"104151","1","11944","10744","0","0"
"104151","2","1856","1715","0","0"
"104151","3","784","670","0","0"
"104151","4","2711","2403","0","0"
"104151","5","2809","2650","0","0"
"104151","6","3784","3306","0","0"
"104151","7","202","226","0","0"
"104151","9","202","226","0","0"
"104151","10","226","179","0","0"
"104151","11","1195","1006","0","0"
"104151","12","490","410","0","0"
"104151","13","705","596","0","0"
"104151","14","13567","12155","0","0"
"104151","15","3451","3239","2975","2208"
"104151","16","193","191","221","127"
"104151","17","3258","3048","2754","2081"
"104151","21","2017","2920","1539","1630"
"104151","22","434","507","254","311"
"104151","23","1583","2413","1285","1319"
"104151","24","4","4","3","3"
"104151","25","1649","1523","1258","1047"
"104151","26","281","285","266","187"
"104151","27","1368","1238","992","860"
"104151","28","7121","7686","5775","4888"
"104151","29","20688","19841","0","0"
"105330","1","4060","4150","0","0"
"105330","2","713","926","0","0"
"105330","3","631","694","0","0"
"105330","4","881","746","0","0"
"105330","5","890","809","0","0"
"105330","6","945","975","0","0"
"105330","7","123","108","0","0"
"105330","8","27","33","0","0"
"105330","9","96","75","0","0"
"105330","11","213","218","0","0"
"105330","12","65","63","0","0"
"105330","13","148","155","0","0"
"105330","14","4396","4476","0","0"
"105330","15","616","757","491","453"
"105330","16","80","165","74","81"
"105330","17","536","592","417","372"
"105330","21","670","1126","477","592"
"105330","22","133","156","79","95"
"105330","23","537","970","398","497"
"105330","25","301","384","266","226"
"105330","26","42","57","44","33"
"105330","27","259","327","222","193"
"105330","28","1587","2267","1234","1271"
"105330","29","5983","6743","0","0"
"104179","1","9548","8594","0","0"
"104179","2","1752","1928","0","0"
"104179","3","787","620","0","0"
"104179","4","2347","2116","0","0"
"104179","5","2107","1786","0","0"
"104179","6","2555","2144","0","0"
"104179","7","297","239","0","0"
"104179","8","297","239","0","0"
"104179","10","526","440","0","0"
"104179","11","1773","1278","0","0"
"104179","12","600","439","0","0"
"104179","13","1173","839","0","0"
"104179","14","12144","10551","0","0"
"104179","15","1585","1503","644","1019"
"104179","16","88","97","103","61"
"104179","17","1497","1406","541","958"
"104179","21","501","692","361","394"
"104179","22","501","692","361","394"
"104179","24","4","7","2","4"
"104179","25","2016","1861","1776","1279"
"104179","26","292","306","271","197"
"104179","27","1724","1555","1505","1082"
"104179","28","4106","4063","2783","2696"
"104179","29","16250","14614","0","0"
"106485","1","731","753","0","0"
"106485","2","193","198","0","0"
"106485","3","68","89","0","0"
"106485","4","181","203","0","0"
"106485","5","115","114","0","0"
"106485","6","174","149","0","0"
"106485","14","731","753","0","0"
"106485","15","75","223","136","99"
"106485","16","8","46","18","18"
"106485","17","67","177","118","81"
"106485","21","1","2","1","1"
"106485","22","1","2","1","1"
"106485","28","76","225","137","100"
"106485","29","807","978","0","0"
"106412","1","846","1284","0","0"
"106412","2","276","367","0","0"
"106412","3","138","207","0","0"
"106412","4","137","254","0","0"
"106412","5","131","219","0","0"
"106412","6","164","237","0","0"
"106412","7","54","90","0","0"
"106412","8","54","90","0","0"
"106412","14","900","1374","0","0"
"106412","15","70","98","78","56"
"106412","16","14","7","11","7"
"106412","17","56","91","67","49"
"106412","21","128","195","109","107"
"106412","22","128","195","109","107"
"106412","28","198","293","187","163"
"106412","29","1098","1667","0","0"
"106306","1","50","58","0","0"
"106306","2","14","20","0","0"
"106306","3","11","12","0","0"
"106306","4","10","9","0","0"
"106306","5","7","6","0","0"
"106306","6","8","11","0","0"
"106306","7","6","2","0","0"
"106306","8","5","2","0","0"
"106306","9","1","0","0","0"
"106306","14","56","60","0","0"
"106306","15","16","6","8","8"
"106306","16","1","1","1","1"
"106306","17","15","5","7","7"
"106306","21","8","4","4","4"
"106306","22","7","4","4","4"
"106306","23","1","0","0","0"
"106306","28","24","10","12","12"
"106306","29","80","70","0","0"
"106342","1","166","253","0","0"
"106342","2","43","76","0","0"
"106342","3","24","39","0","0"
"106342","4","38","43","0","0"
"106342","5","38","58","0","0"
"106342","6","23","37","0","0"
"106342","7","1","2","0","0"
"106342","8","1","2","0","0"
"106342","14","167","255","0","0"
"106342","15","69","158","61","75"
"106342","16","24","60","23","28"
"106342","17","45","98","38","47"
"106342","21","24","32","15","18"
"106342","22","24","32","15","18"
"106342","28","93","190","76","93"
"106342","29","260","445","0","0"
"106467","1","1322","1151","0","0"
"106467","2","300","264","0","0"
"106467","3","208","173","0","0"
"106467","4","279","228","0","0"
"106467","5","246","226","0","0"
"106467","6","289","260","0","0"
"106467","11","3","4","0","0"
"106467","12","2","1","0","0"
"106467","13","1","3","0","0"
"106467","14","1325","1155","0","0"
"106467","15","216","306","185","172"
"106467","16","27","62","27","29"
"106467","17","189","244","158","143"
"106467","25","67","302","122","121"
"106467","26","18","44","20","20"
"106467","27","49","258","102","101"
"106467","28","283","608","307","293"
"106467","29","1608","1763","0","0"
"106458","1","2786","3156","0","0"
"106458","2","638","780","0","0"
"106458","3","536","592","0","0"
"106458","4","565","626","0","0"
"106458","5","503","544","0","0"
"106458","6","544","614","0","0"
"106458","7","20","18","0","0"
"106458","8","20","18","0","0"
"106458","11","138","98","0","0"
"106458","12","62","38","0","0"
"106458","13","76","60","0","0"
"106458","14","2944","3272","0","0"
"106458","15","477","839","523","435"
"106458","16","67","102","59","56"
"106458","17","410","737","464","379"
"106458","21","37","123","35","53"
"106458","22","37","123","35","53"
"106458","25","242","512","229","249"
"106458","26","71","183","77","84"
"106458","27","171","329","152","165"
"106458","28","756","1474","787","737"
"106458","29","3700","4746","0","0"
"106449","1","189","268","0","0"
"106449","2","103","120","0","0"
"106449","3","86","148","0","0"
"106449","7","3","9","0","0"
"106449","14","192","277","0","0"
"106449","15","47","137","67","61"
"106449","16","9","36","17","15"
"106449","17","38","101","50","46"
"106449","21","20","20","11","13"
"106449","28","67","157","78","74"
"106449","29","259","434","0","0"
"106704","1","2032","3016","0","0"
"106704","2","547","891","0","0"
"106704","3","373","521","0","0"
"106704","4","467","618","0","0"
"106704","5","324","458","0","0"
"106704","6","321","528","0","0"
"106704","7","21","29","0","0"
"106704","8","21","29","0","0"
"106704","11","77","108","0","0"
"106704","12","43","44","0","0"
"106704","13","34","64","0","0"
"106704","14","2130","3153","0","0"
"106704","15","217","314","299","176"
"106704","16","15","32","24","16"
"106704","17","202","282","275","160"
"106704","21","14","32","22","15"
"106704","22","14","32","22","15"
"106704","25","122","470","215","195"
"106704","26","41","138","64","59"
"106704","27","81","332","151","136"
"106704","28","353","816","536","386"
"106704","29","2483","3969","0","0"
"106713","1","89","51","0","0"
"106713","2","30","28","0","0"
"106713","3","10","1","0","0"
"106713","4","29","14","0","0"
"106713","5","8","7","0","0"
"106713","6","12","1","0","0"
"106713","11","2","0","0","0"
"106713","12","1","0","0","0"
"106713","13","1","0","0","0"
"106713","14","91","51","0","0"
"106713","15","17","9","14","9"
"106713","16","7","4","5","4"
"106713","17","10","5","9","5"
"106713","21","10","3","3","4"
"106713","22","10","3","3","4"
"106713","25","4","0","1","1"
"106713","26","4","0","1","1"
"106713","28","31","12","18","14"
"106713","29","122","63","0","0"
"107558","1","287","293","0","0"
"107558","2","84","72","0","0"
"107558","3","35","32","0","0"
"107558","4","51","46","0","0"
"107558","5","43","50","0","0"
"107558","6","74","93","0","0"
"107558","14","287","293","0","0"
"107558","15","11","38","16","16"
"107558","16","1","2","1","1"
"107558","17","10","36","15","15"
"107558","28","11","38","16","16"
"107558","29","298","331","0","0"
"106810","1","47","38","0","0"
"106810","2","29","27","0","0"
"106810","3","18","11","0","0"
"106810","14","47","38","0","0"
"106810","15","6","22","7","10"
"106810","16","4","19","5","8"
"106810","17","2","3","2","2"
"106810","21","2","0","0","1"
"106810","28","8","22","7","11"
"106810","29","55","60","0","0"
"107071","1","996","1123","0","0"
"107071","2","258","300","0","0"
"107071","3","160","155","0","0"
"107071","4","219","261","0","0"
"107071","5","162","192","0","0"
"107071","6","197","215","0","0"
"107071","7","10","11","0","0"
"107071","8","10","11","0","0"
"107071","11","12","17","0","0"
"107071","12","8","8","0","0"
"107071","13","4","9","0","0"
"107071","14","1018","1151","0","0"
"107071","15","97","288","145","127"
"107071","16","9","44","19","17"
"107071","17","88","244","126","110"
"107071","21","35","153","44","62"
"107071","22","24","44","18","22"
"107071","23","11","109","26","40"
"107071","25","45","167","60","70"
"107071","26","21","43","20","21"
"107071","27","24","124","40","49"
"107071","28","177","608","249","259"
"107071","29","1195","1759","0","0"
"107080","1","488","488","0","0"
"107080","2","134","182","0","0"
"107080","3","17","14","0","0"
"107080","4","132","135","0","0"
"107080","5","109","69","0","0"
"107080","6","96","88","0","0"
"107080","7","2","5","0","0"
"107080","8","2","5","0","0"
"107080","14","490","493","0","0"
"107080","15","2","2","1","1"
"107080","17","2","2","1","1"
"107080","21","3","5","3","3"
"107080","22","3","5","3","3"
"107080","28","5","7","4","4"
"107080","29","495","500","0","0"
"107141","1","386","341","0","0"
"107141","2","77","98","0","0"
"107141","3","23","25","0","0"
"107141","4","83","74","0","0"
"107141","5","101","73","0","0"
"107141","6","102","71","0","0"
"107141","7","0","1","0","0"
"107141","8","0","1","0","0"
"107141","14","386","342","0","0"
"107141","15","15","13","11","9"
"107141","17","15","13","11","9"
"107141","21","19","37","14","18"
"107141","22","19","37","14","18"
"107141","28","34","50","25","27"
"107141","29","420","392","0","0"
"106245","1","1955","2349","0","0"
"106245","2","389","500","0","0"
"106245","3","395","421","0","0"
"106245","4","432","554","0","0"
"106245","5","391","420","0","0"
"106245","6","348","454","0","0"
"106245","7","229","238","0","0"
"106245","8","215","222","0","0"
"106245","9","14","16","0","0"
"106245","10","177","149","0","0"
"106245","11","43","132","0","0"
"106245","12","18","50","0","0"
"106245","13","25","82","0","0"
"106245","14","2404","2868","0","0"
"106245","15","1101","1572","1065","882"
"106245","16","105","179","125","94"
"106245","17","996","1393","940","788"
"106245","21","568","1130","495","560"
"106245","22","518","858","404","454"
"106245","23","50","272","91","106"
"106245","24","25","18","26","14"
"106245","25","146","316","161","152"
"106245","26","36","71","39","35"
"106245","27","110","245","122","117"
"106245","28","1840","3036","1747","1608"
"106245","29","4244","5904","0","0"
"107512","1","554","560","0","0"
"107512","2","171","178","0","0"
"107512","3","15","22","0","0"
"107512","4","129","128","0","0"
"107512","5","112","100","0","0"
"107512","6","127","132","0","0"
"107512","7","3","2","0","0"
"107512","9","3","2","0","0"
"107512","11","0","5","0","0"
"107512","12","0","1","0","0"
"107512","13","0","4","0","0"
"107512","14","557","567","0","0"
"107512","15","4","4","4","3"
"107512","16","1","1","1","1"
"107512","17","3","3","3","2"
"107512","21","27","62","17","29"
"107512","22","10","27","7","12"
"107512","23","17","35","10","17"
"107512","25","7","186","45","64"
"107512","26","1","29","7","10"
"107512","27","6","157","38","54"
"107512","28","38","252","66","96"
"107512","29","595","819","0","0"
"107600","1","187","244","0","0"
"107600","2","46","59","0","0"
"107600","3","17","21","0","0"
"107600","4","35","57","0","0"
"107600","5","44","56","0","0"
"107600","6","45","51","0","0"
"107600","7","2","8","0","0"
"107600","8","2","8","0","0"
"107600","14","189","252","0","0"
"107600","15","26","38","26","22"
"107600","16","7","10","7","6"
"107600","17","19","28","19","16"
"107600","21","23","37","24","20"
"107600","22","23","37","24","20"
"107600","28","49","75","50","42"
"107600","29","238","327","0","0"
"107619","1","210","493","0","0"
"107619","2","89","202","0","0"
"107619","3","121","291","0","0"
"107619","14","210","493","0","0"
"107619","15","244","594","262","277"
"107619","16","118","217","107","111"
"107619","17","126","377","155","166"
"107619","28","244","594","262","277"
