unitid,section,"lstudy",line,efrace15,efrace16
"102094","2","A","18","151","283"
"102094","2","A","19","258","334"
"102094","2","A","20","106","122"
"102094","2","A","22","1007","1528"
"102094","2","C","25","21","68"
"102094","2","C","26","164","533"
"102094","2","C","27","8","25"
"102094","2","D","28","193","626"
"102094","0","","29","4924","6405"
"102119","1","B","9","12","8"
"102119","1","B","10","31","24"
"102119","1","C","13","1","0"
"102119","1","D","14","44","32"
"102119","2","B","23","0","1"
"102119","2","B","24","4","2"
"102119","2","C","25","5","3"
"102119","2","C","26","11","5"
"102119","2","C","27","8","8"
"102119","2","D","28","28","19"
"102119","0","","29","72","51"
"102137","1","A","1","6","64"
"102137","1","A","2","31","130"
"102137","1","A","3","20","87"
"102137","1","A","8","57","281"
"102137","2","A","15","11","31"
"102137","2","A","16","12","57"
"102137","2","A","17","6","43"
"102137","2","A","21","","3"
"102137","2","A","22","29","134"
"102137","0","","29","86","415"
"102155","1","A","1","90","75"
"102155","1","A","2","116","177"
"102155","1","A","3","61","89"
"102155","1","A","8","267","341"
"102155","2","A","15","9","29"
"102155","2","A","16","10","48"
"102155","2","A","17","3","27"
"102155","2","A","22","22","104"
"102155","0","","29","289","445"
"102164","1","A","1","48","150"
"102164","1","A","2","36","64"
"102164","1","A","3","46","75"
"102164","1","A","8","130","289"
"102164","2","A","21","1","5"
"102164","2","A","22","1","5"
"102164","0","","29","131","294"
"102173","1","A","2","1","38"
"102173","1","A","8","1","38"
"102173","2","A","16","1","14"
"102173","2","A","22","1","14"
"102173","0","","29","2","52"
"102182","1","A","1","0","7"
"102182","1","A","2","0","4"
"102182","1","A","3","28","4"
"102182","1","A","7","0","2"
"102182","1","A","8","28","17"
"102182","2","A","15","0","1"
"102182","2","A","16","0","1"
"102182","2","A","17","7","1"
"102182","2","A","22","7","3"
"102182","0","","29","35","20"
"102216","1","A","7","4","5"
"102216","1","A","8","4","5"
"102216","0","","29","4","5"
"102225","1","A","1","121","159"
"102225","1","A","2","57","175"
"102225","1","A","3","125","20"
"102225","1","A","8","303","354"
"102225","2","A","15","84","27"
"102225","2","A","16","47","44"
"102225","2","A","17","77","33"
"102225","2","A","21","25","5"
"102225","2","A","22","233","109"
"102225","0","","29","536","463"
"102234","1","A","1","114","120"
"102234","1","A","2","37","37"
"102234","1","A","3","88","77"
"102234","1","A","4","104","98"
"102234","1","A","5","89","76"
"102234","1","A","7","0","4"
"102234","1","A","8","432","412"
"102234","1","C","11","2","4"
"102234","1","C","12","3","10"
"102234","1","D","14","5","14"
"102234","2","A","15","15","20"
"102234","2","A","16","7","21"
"102234","2","A","17","4","13"
"102234","2","A","18","6","15"
"102234","2","A","19","15","11"
"102234","2","A","21","27","31"
"102234","2","A","22","74","111"
"102234","2","C","25","12","17"
"102234","2","C","26","28","69"
"102234","2","D","28","40","86"
"102234","0","","29","551","623"
"102243","1","A","1","4","4"
"102243","1","A","3","3","4"
"102243","1","A","8","7","8"
"102243","0","","29","7","8"
"102261","1","A","1","9","11"
"102261","1","A","2","13","2"
"102261","1","A","3","12","8"
"102261","1","A","4","11","5"
"102261","1","A","5","4","2"
"102261","1","A","6","","1"
"102261","1","A","8","49","29"
"102261","1","C","11","2","0"
"102261","1","C","12","4","0"
"102261","1","D","14","6","0"
"102261","2","A","15","4","2"
"102261","2","A","16","4","2"
"102261","2","A","17","4","2"
"102261","2","A","18","3","5"
"102261","2","A","19","3","0"
"102261","2","A","20","8","7"
"102261","2","A","21","4","12"
"102261","2","A","22","30","30"
"102261","2","C","25","2","0"
"102261","2","C","26","11","0"
"102261","2","D","28","13","0"
"102261","0","","29","98","59"
"102270","1","A","1","74","193"
"102270","1","A","2","42","68"
"102270","1","A","3","29","86"
"102270","1","A","4","32","61"
"102270","1","A","5","47","91"
"102270","1","A","6","12","19"
"102270","1","A","8","236","518"
"102270","2","A","16","2","3"
"102270","2","A","17","1","3"
"102270","2","A","18","1","0"
"102270","2","A","19","3","3"
"102270","2","A","20","1","3"
"102270","2","A","22","8","12"
"102270","0","","29","244","530"
"102289","1","A","1","2","20"
"102289","1","A","2","0","4"
"102289","1","A","3","2","13"
"102289","1","A","8","4","37"
"102289","0","","29","4","37"
"102298","1","A","1","80","173"
"102298","1","A","2","17","16"
"102298","1","A","3","35","76"
"102298","1","A","4","26","55"
"102298","1","A","5","16","41"
"102298","1","A","6","11","6"
"102298","1","A","8","185","367"
"102298","2","A","15","32","1"
"102298","2","A","16","9","1"
"102298","2","A","17","3","3"
"102298","2","A","18","3","1"
"102298","2","A","19","2","1"
"102298","2","A","20","1",""
"102298","2","A","21","1","5"
"102298","2","A","22","51","12"
"102298","0","","29","236","379"
"102313","1","A","1","201","257"
"102313","1","A","8","201","257"
"102313","2","A","15","112","146"
"102313","2","A","22","112","146"
"102313","0","","29","313","403"
"102322","1","A","1","16","29"
"102322","1","A","2","9","14"
"102322","1","A","3","37","60"
"102322","1","A","4","33","91"
"102322","1","A","5","65","117"
"102322","1","A","8","160","311"
"102322","1","C","11","26","26"
"102322","1","C","12","64","62"
"102322","1","C","13","1","7"
"102322","1","D","14","91","95"
"102322","2","A","15","17","33"
"102322","2","A","16","25","41"
"102322","2","A","17","66","75"
"102322","2","A","18","69","108"
"102322","2","A","19","108","156"
"102322","2","A","22","285","413"
"102322","2","C","25","52","82"
"102322","2","C","26","65","202"
"102322","2","C","27","34","43"
"102322","2","D","28","151","327"
"102322","0","","29","687","1146"
"102359","1","A","1","22","39"
"102359","1","A","2","36","38"
"102359","1","A","3","30","30"
"102359","1","A","4","27","22"
"102359","1","A","5","34","28"
"102359","1","A","8","149","157"
"102359","1","C","11","39","27"
"102359","1","C","12","69","53"
"102359","1","C","13","1","4"
"102359","1","D","14","109","84"
"102359","2","A","15","181","253"
"102359","2","A","16","228","303"
"102359","2","A","17","149","186"
"102359","2","A","18","144","122"
"102359","2","A","19","147","112"
"102359","2","A","22","849","976"
"102359","2","C","25","57","78"
"102359","2","C","26","118","180"
"102359","2","C","27","40","36"
"102359","2","D","28","215","294"
"102359","0","","29","1322","1511"
"102368","1","A","1","373","385"
"102368","1","A","2","176","166"
"102368","1","A","3","355","433"
"102368","1","A","4","334","423"
"102368","1","A","5","401","549"
"102368","1","A","8","1639","1956"
"102368","1","C","11","10","19"
"102368","1","C","12","28","68"
"102368","1","D","14","38","87"
"102368","2","A","15","4","14"
"102368","2","A","16","20","82"
"102368","2","A","17","28","84"
"102368","2","A","18","40","117"
"102368","2","A","19","94","156"
"102368","2","A","22","186","453"
"102368","2","C","25","10","60"
"102368","2","C","26","81","262"
"102368","2","D","28","91","322"
"102368","0","","29","1954","2818"
"102377","1","A","2","206","178"
"102377","1","A","3","300","380"
"102377","1","A","4","158","198"
"102377","1","A","5","235","208"
"102377","1","A","8","1381","1552"
"102377","1","B","9","15","20"
"102377","1","B","10","73","93"
"102377","1","C","11","7","4"
"102377","1","C","12","51","17"
"102377","1","D","14","146","134"
"102377","2","A","16","6","7"
"102377","2","A","17","9","7"
"102377","2","A","18","35","34"
"102377","2","A","19","48","74"
"102377","2","A","22","98","122"
"102377","2","B","23","1","0"
"102377","2","B","24","4","3"
"102377","2","C","25","13","7"
"102377","2","C","26","20","6"
"102377","2","D","28","38","16"
"102377","0","","29","1663","1824"
"102395","1","C","11","71","28"
"102395","1","D","14","71","28"
"102395","2","C","25","101","28"
"102395","2","C","26","3","2"
"102395","2","D","28","104","30"
"102395","0","","29","175","58"
"102410","1","A","1","106","117"
"102410","1","A","2","67","74"
"102410","1","A","3","46","84"
"102410","1","A","7","3","11"
"102410","1","A","8","222","286"
"102410","2","A","15","23","95"
"102410","2","A","16","43","118"
"102410","2","A","17","40","63"
"102410","2","A","21","14","15"
"102410","2","A","22","120","291"
"102410","0","","29","342","577"
"102429","1","A","1","13","26"
"102429","1","A","2","90","128"
"102429","1","A","3","120","152"
"102429","1","A","7","10","17"
"102429","1","A","8","233","323"
"102429","2","A","15","7","3"
"102429","2","A","16","83","100"
"102429","2","A","17","63","38"
"102429","2","A","21","32","52"
"102429","2","A","22","185","193"
"102429","0","","29","418","516"
"102465","1","A","2","2","13"
"102465","1","A","8","2","13"
"102465","0","","29","2","13"
"102526","1","A","1","3","14"
"102526","1","A","3","10","14"
"102526","1","A","7","5","14"
"102526","1","A","8","18","42"
"102526","2","A","15","3","14"
"102526","2","A","17","2","0"
"102526","2","A","21","2","0"
"102526","2","A","22","7","14"
"102526","0","","29","25","56"
"102553","1","A","1","446","545"
"102553","1","A","2","333","441"
"102553","1","A","3","405","508"
"102553","1","A","4","133","263"
"102553","1","A","5","264","410"
"102553","1","A","7","751","795"
"102553","1","A","8","2332","2962"
"102553","1","C","11","7","19"
"102553","1","C","12","32","52"
"102553","1","D","14","39","71"
"102553","2","A","15","90","170"
"102553","2","A","16","236","446"
"102553","2","A","17","252","442"
"102553","2","A","18","48","94"
"102553","2","A","19","138","245"
"102553","2","A","21","3139","5021"
"102553","2","A","22","3903","6418"
"102553","2","C","25","12","17"
"102553","2","C","26","94","94"
"102553","2","D","28","106","111"
"102553","0","","29","6380","9562"
"102562","1","A","7","1","12"
"102562","1","A","8","1","12"
"102562","0","","29","1","12"
"102580","1","A","1","1","1"
"102580","1","A","2","2","3"
"102580","1","A","3","4","1"
"102580","1","A","5","2","3"
"102580","1","A","8","9","8"
"102580","2","A","16","2","1"
"102580","2","A","17","1","3"
"102580","2","A","18","1",""
"102580","2","A","19","1",""
"102580","2","A","21","23","18"
"102580","2","A","22","28","22"
"102580","0","","29","37","30"
"102605","1","A","1","10","70"
"102605","1","A","2","9","56"
"102605","1","A","3","12","75"
"102605","1","A","8","31","201"
"102605","2","A","15","1","3"
"102605","2","A","16","1","8"
"102605","2","A","17","3","21"
"102605","2","A","21","3","17"
"102605","2","A","22","8","49"
"102605","0","","29","39","250"
"102614","1","A","1","344","322"
"102614","1","A","2","256","252"
"102614","1","A","3","290","296"
"102614","1","A","4","218","228"
"102614","1","A","5","471","354"
"102614","1","A","7","77","145"
"102614","1","A","8","1656","1597"
"102614","1","C","11","68","45"
"102614","1","C","12","107","51"
"102614","1","D","14","175","96"
"102614","2","A","15","26","47"
"102614","2","A","16","66","130"
"102614","2","A","17","78","112"
"102614","2","A","18","27","40"
"102614","2","A","19","78","118"
"102614","2","A","21","1075","1867"
"102614","2","A","22","1350","2314"
"102614","2","C","25","14","17"
"102614","2","C","26","156","105"
"102614","2","D","28","170","122"
"102614","0","","29","3351","4129"
"102632","1","A","1","35","57"
"102632","1","A","2","45","56"
"102632","1","A","3","38","49"
"102632","1","A","4","16","29"
"102632","1","A","5","23","37"
"102632","1","A","7","68","71"
"102632","1","A","8","225","299"
"102632","1","C","11","1","5"
"102632","1","C","12","6","4"
"102632","1","D","14","7","9"
"102632","2","A","15","13","21"
"102632","2","A","16","26","72"
"102632","2","A","17","30","69"
"102632","2","A","18","10","14"
"102632","2","A","19","16","40"
"102632","2","A","21","736","1232"
"102632","2","A","22","831","1448"
"102632","2","C","25","1","2"
"102632","2","C","26","13","17"
"102632","2","D","28","14","19"
"102632","0","","29","1077","1775"
"102669","1","A","1","28","44"
"102669","1","A","2","15","16"
"102669","1","A","3","24","42"
"102669","1","A","4","33","52"
"102669","1","A","5","29","48"
"102669","1","A","6","7","8"
"102669","1","A","7","5","4"
"102669","1","A","8","141","214"
"102669","1","C","11","8","9"
"102669","1","C","12","10","25"
"102669","1","C","13","3","9"
"102669","1","D","14","21","43"
"102669","2","A","15","0","1"
"102669","2","A","16","2","7"
"102669","2","A","17","2","8"
"102669","2","A","18","17","71"
"102669","2","A","19","29","40"
"102669","2","A","20","3","14"
"102669","2","A","21","154","564"
"102669","2","A","22","207","705"
"102669","2","C","25","9","10"
"102669","2","C","26","22","18"
"102669","2","C","27","10","37"
"102669","2","D","28","41","65"
"102669","0","","29","410","1027"
"102696","1","A","7","0","60"
"102696","1","A","8","0","60"
"102696","0","","29","0","60"
"102711","0","","29","1056","284"
"102775","1","A","1","1","3"
"102775","1","A","3","0","3"
"102775","1","A","8","1","6"
"102775","0","","29","1","6"
"102845","1","A","1","20","0"
"102845","1","A","8","20","0"
"102845","2","A","15","15","0"
"102845","2","A","22","15","0"
"102845","0","","29","35","0"
"102906","1","A","1","4","5"
"102906","1","A","2","2","2"
"102906","1","A","3","3","4"
"102906","1","A","4","3","3"
"102906","1","A","5","2","2"
"102906","1","A","8","14","16"
"102906","2","A","16","0","1"
"102906","2","A","17","0","1"
"102906","2","A","20","0","1"
"102906","2","A","21","0","1"
"102906","2","A","22","0","4"
"102906","0","","29","14","20"
"102915","0","","29","0","51"
"102960","1","A","1","3","0"
"102960","1","A","2","2","0"
"102960","1","A","3","4","0"
"102960","1","A","8","9","0"
"102960","2","A","15","1","0"
"102960","2","A","16","1","0"
"102960","2","A","21","13","0"
"102960","2","A","22","15","0"
"102960","0","","29","24","0"
"103060","1","A","1","51","77"
"103060","1","A","2","62","81"
"103060","1","A","3","70","113"
"103060","1","A","7","7","6"
"103060","1","A","8","190","277"
"103060","2","A","15","122","103"
"103060","2","A","16","79","60"
"103060","2","A","17","131","90"
"103060","2","A","21","158","189"
"103060","2","A","22","490","442"
"103060","0","","29","680","719"
"103200","1","A","1","4","9"
"103200","1","A","3","2","11"
"103200","1","A","8","6","20"
"103200","0","","29","6","20"
"103361","1","A","1","11","4"
"103361","1","A","2","1","6"
"103361","1","A","3","0","3"
"102377","1","A","1","482","588"
"103361","1","A","7","9","8"
"103361","1","A","8","21","21"
"103361","2","A","15","3","2"
"103361","2","A","16","1","9"
"103361","2","A","17","1","11"
"104577","2","A","22","1569","1847"
"104577","0","","29","2238","2527"
"104665","1","A","1","5","2"
"104665","1","A","3","7","1"
"104665","1","A","4","4","0"
"104665","1","A","5","4","0"
"104665","1","A","8","20","3"
"104665","1","C","11","2","1"
"104665","1","D","14","2","1"
"104665","2","B","24","1","0"
"104665","2","C","26","1","0"
"104665","2","D","28","2","0"
"104665","0","","29","24","4"
"104708","1","A","1","1170","1148"
"104708","1","A","2","787","675"
"104708","1","A","3","623","634"
"104708","1","A","8","2580","2457"
"104708","2","A","15","1882","2462"
"104708","2","A","16","1822","2906"
"104708","2","A","17","1834","2298"
"104708","2","A","22","5538","7666"
"104708","0","","29","8118","10123"
"104717","1","A","1","106","153"
